Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A_1 Spectral Count	A_2 Spectral Count	A_3 Spectral Count	B_1 Spectral Count	B_2 Spectral Count	B_3 Spectral Count	C_1 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	D_1 Spectral Count	D_2 Spectral Count	D_3 Spectral Count	E_1 Spectral Count	E_2 Spectral Count	E_3 Spectral Count	A_1 Unique Spectral Count	A_2 Unique Spectral Count	A_3 Unique Spectral Count	B_1 Unique Spectral Count	B_2 Unique Spectral Count	B_3 Unique Spectral Count	C_1 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	D_1 Unique Spectral Count	D_2 Unique Spectral Count	D_3 Unique Spectral Count	E_1 Unique Spectral Count	E_2 Unique Spectral Count	E_3 Unique Spectral Count	A_1 Total Spectral Count	A_2 Total Spectral Count	A_3 Total Spectral Count	B_1 Total Spectral Count	B_2 Total Spectral Count	B_3 Total Spectral Count	C_1 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	D_1 Total Spectral Count	D_2 Total Spectral Count	D_3 Total Spectral Count	E_1 Total Spectral Count	E_2 Total Spectral Count	E_3 Total Spectral Count	A_1 Intensity	A_2 Intensity	A_3 Intensity	B_1 Intensity	B_2 Intensity	B_3 Intensity	C_1 Intensity	C_2 Intensity	C_3 Intensity	D_1 Intensity	D_2 Intensity	D_3 Intensity	E_1 Intensity	E_2 Intensity	E_3 Intensity	A_1 Unique Intensity	A_2 Unique Intensity	A_3 Unique Intensity	B_1 Unique Intensity	B_2 Unique Intensity	B_3 Unique Intensity	C_1 Unique Intensity	C_2 Unique Intensity	C_3 Unique Intensity	D_1 Unique Intensity	D_2 Unique Intensity	D_3 Unique Intensity	E_1 Unique Intensity	E_2 Unique Intensity	E_3 Unique Intensity	A_1 Total Intensity	A_2 Total Intensity	A_3 Total Intensity	B_1 Total Intensity	B_2 Total Intensity	B_3 Total Intensity	C_1 Total Intensity	C_2 Total Intensity	C_3 Total Intensity	D_1 Total Intensity	D_2 Total Intensity	D_3 Total Intensity	E_1 Total Intensity	E_2 Total Intensity	E_3 Total Intensity	A_1 MaxLFQ Intensity	A_2 MaxLFQ Intensity	A_3 MaxLFQ Intensity	B_1 MaxLFQ Intensity	B_2 MaxLFQ Intensity	B_3 MaxLFQ Intensity	C_1 MaxLFQ Intensity	C_2 MaxLFQ Intensity	C_3 MaxLFQ Intensity	D_1 MaxLFQ Intensity	D_2 MaxLFQ Intensity	D_3 MaxLFQ Intensity	E_1 MaxLFQ Intensity	E_2 MaxLFQ Intensity	E_3 MaxLFQ Intensity	A_1 MaxLFQ Unique Intensity	A_2 MaxLFQ Unique Intensity	A_3 MaxLFQ Unique Intensity	B_1 MaxLFQ Unique Intensity	B_2 MaxLFQ Unique Intensity	B_3 MaxLFQ Unique Intensity	C_1 MaxLFQ Unique Intensity	C_2 MaxLFQ Unique Intensity	C_3 MaxLFQ Unique Intensity	D_1 MaxLFQ Unique Intensity	D_2 MaxLFQ Unique Intensity	D_3 MaxLFQ Unique Intensity	E_1 MaxLFQ Unique Intensity	E_2 MaxLFQ Unique Intensity	E_3 MaxLFQ Unique Intensity	A_1 MaxLFQ Total Intensity	A_2 MaxLFQ Total Intensity	A_3 MaxLFQ Total Intensity	B_1 MaxLFQ Total Intensity	B_2 MaxLFQ Total Intensity	B_3 MaxLFQ Total Intensity	C_1 MaxLFQ Total Intensity	C_2 MaxLFQ Total Intensity	C_3 MaxLFQ Total Intensity	D_1 MaxLFQ Total Intensity	D_2 MaxLFQ Total Intensity	D_3 MaxLFQ Total Intensity	E_1 MaxLFQ Total Intensity	E_2 MaxLFQ Total Intensity	E_3 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|P89886|TMA20_YEAST	P89886	TMA20_YEAST	TMA20	181	10.50	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Translation machinery-associated protein 20 -	0.9982	0.9978	2	17	17	17	2	1	1	2	2	1	0	2	1	2	1	2	0	0	0	2	1	1	2	2	1	0	2	1	2	1	2	0	0	0	2	1	1	2	2	1	0	2	1	2	1	2	0	0	0	3783509.8	3782960.2	4304493.5	3926481.0	3888033.5	4389997.0	3908664.0	4303756.0	3858459.5	4351087.5	3927076.2	3941753.5	2320619.5	2462057.5	2111698.0	3783509.8	3782960.2	4304493.5	3926481.0	3888033.5	4389997.0	3908664.0	4303756.0	3858459.5	4351087.5	3927076.2	3941753.5	2320619.5	2462057.5	2111698.0	3783509.8	3782960.2	4304493.5	3926481.0	3888033.5	4389997.0	3908664.0	4303756.0	3858459.5	4351087.5	3927076.2	3941753.5	2320619.5	2462057.5	2111698.0	3304742.5	950603.44	3786107.8	3376888.8	3421085.0	4009565.5	2811491.8	3263177.5	3158073.2	3733866.2	3540173.8	3446444.5	2320619.5	2462057.5	2111698.0	3304742.5	950603.44	3786107.8	3376888.8	3421085.0	4009565.5	2811491.8	3263177.5	3158073.2	3733866.2	3540173.8	3446444.5	2320619.5	2462057.5	2111698.0	3304742.5	950603.44	3786107.8	3376888.8	3421085.0	4009565.5	2811491.8	3263177.5	3158073.2	3733866.2	3540173.8	3446444.5	2320619.5	2462057.5	2111698.0	
sp|P38885|AIM46_YEAST	P38885	AIM46_YEAST	AIM46	310	20.00	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Altered inheritance of mitochondria protein 46, mitochondrial -	0.9980	0.9990	1	7	7	7	1	0	0	1	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	1	1	0	0	1	0	1	0	0	1	0	116494.02	0.0	82307.29	33896.266	75061.69	136537.31	0.0	37663.836	19812.88	88361.77	100622.97	82126.99	0.0	220036.44	0.0	116494.02	0.0	82307.29	33896.266	75061.69	136537.31	0.0	37663.836	19812.88	88361.77	100622.97	82126.99	0.0	220036.44	0.0	116494.02	0.0	82307.29	33896.266	75061.69	136537.31	0.0	37663.836	19812.88	88361.77	100622.97	82126.99	0.0	220036.44	0.0	116494.02	0.0	82307.29	33896.266	75061.69	136537.31	0.0	37663.836	19812.88	88361.77	100622.97	82126.99	0.0	220036.44	0.0	116494.02	0.0	82307.29	33896.266	75061.69	136537.31	0.0	37663.836	19812.88	88361.77	100622.97	82126.99	0.0	220036.44	0.0	116494.02	0.0	82307.29	33896.266	75061.69	136537.31	0.0	37663.836	19812.88	88361.77	100622.97	82126.99	0.0	220036.44	0.0	
sp|P40693|RLP7_YEAST	P40693	RLP7_YEAST	RLP7	322	5.60	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Ribosome biogenesis protein RLP7 -	0.9980	0.9989	1	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	381347.72	0.0	281575.78	0.0	0.0	379325.7	0.0	0.0	0.0	0.0	0.0	301674.12	240341.66	0.0	0.0	381347.72	0.0	281575.78	0.0	0.0	379325.7	0.0	0.0	0.0	0.0	0.0	301674.12	240341.66	0.0	0.0	381347.72	0.0	281575.78	0.0	0.0	379325.7	0.0	0.0	0.0	0.0	0.0	301674.12	240341.66	0.0	0.0	381347.72	0.0	281575.78	0.0	0.0	379325.7	0.0	0.0	0.0	0.0	0.0	301674.12	240341.66	0.0	0.0	381347.72	0.0	281575.78	0.0	0.0	379325.7	0.0	0.0	0.0	0.0	0.0	301674.12	240341.66	0.0	0.0	381347.72	0.0	281575.78	0.0	0.0	379325.7	0.0	0.0	0.0	0.0	0.0	301674.12	240341.66	
sp|P43561|FET5_YEAST	P43561	FET5_YEAST	FET5	622	4.00	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Iron transport multicopper oxidase FET5 -	0.9980	0.9968	2	2	2	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1096681.5	1184300.0	146237.48	116969.234	245420.17	1724215.1	713037.06	849734.06	1347341.2	1167754.4	1698979.0	775863.9	1578436.8	0.0	0.0	1096681.5	1184300.0	146237.48	116969.234	245420.17	1724215.1	713037.06	849734.06	1347341.2	1167754.4	1698979.0	775863.9	1578436.8	0.0	0.0	1096681.5	1184300.0	146237.48	116969.234	245420.17	1724215.1	713037.06	849734.06	1347341.2	1167754.4	1698979.0	775863.9	1578436.8	0.0	0.0	646303.7	706952.06	777803.1	622132.1	1305332.8	1234366.6	510463.7	608325.1	814474.5	835996.06	993868.3	555441.44	1212692.1	0.0	0.0	646303.7	706952.06	777803.1	622132.1	1305332.8	1234366.6	510463.7	608325.1	814474.5	835996.06	993868.3	555441.44	1212692.1	0.0	0.0	646303.7	706952.06	777803.1	622132.1	1305332.8	1234366.6	510463.7	608325.1	814474.5	835996.06	993868.3	555441.44	1212692.1	0.0	0.0	
sp|P45818|ROK1_YEAST	P45818	ROK1_YEAST	ROK1	564	12.40	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	ATP-dependent RNA helicase ROK1 -	0.9980	0.9985	1	2	2	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	247337.45	0.0	0.0	324673.22	0.0	0.0	0.0	0.0	437801.34	200621.86	0.0	0.0	0.0	0.0	0.0	247337.45	0.0	0.0	324673.22	0.0	0.0	0.0	0.0	437801.34	200621.86	0.0	0.0	0.0	0.0	0.0	247337.45	0.0	0.0	324673.22	0.0	0.0	0.0	0.0	437801.34	200621.86	0.0	0.0	0.0	0.0	0.0	247337.45	0.0	0.0	324673.22	0.0	0.0	0.0	0.0	437801.34	200621.86	0.0	0.0	0.0	0.0	0.0	247337.45	0.0	0.0	324673.22	0.0	0.0	0.0	0.0	437801.34	200621.86	0.0	0.0	0.0	0.0	0.0	247337.45	0.0	0.0	324673.22	0.0	0.0	0.0	0.0	437801.34	200621.86	0.0	0.0	0.0	
sp|P53551|H1_YEAST	P53551	H1_YEAST	HHO1	258	10.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Histone H1 -	0.9979	0.9978	2	11	11	11	1	0	1	2	1	0	1	1	1	1	1	1	0	0	0	1	0	1	2	1	0	1	1	1	1	1	1	0	0	0	1	0	1	2	1	0	1	1	1	1	1	1	0	0	0	2643986.8	0.0	2762715.8	2392825.8	2858499.0	2618019.8	2828626.8	3145430.5	3695400.0	2678447.8	861476.6	2335595.0	445261.03	1598207.9	0.0	2643986.8	0.0	2762715.8	2392825.8	2858499.0	2618019.8	2828626.8	3145430.5	3695400.0	2678447.8	861476.6	2335595.0	445261.03	1598207.9	0.0	2643986.8	0.0	2762715.8	2392825.8	2858499.0	2618019.8	2828626.8	3145430.5	3695400.0	2678447.8	861476.6	2335595.0	445261.03	1598207.9	0.0	1703931.6	0.0	1818386.0	1452052.0	1901190.1	1650792.2	1526913.6	2291062.5	2539398.5	1708928.8	2478322.2	1560209.6	1280940.6	1336527.9	0.0	1703931.6	0.0	1818386.0	1452052.0	1901190.1	1650792.2	1526913.6	2291062.5	2539398.5	1708928.8	2478322.2	1560209.6	1280940.6	1336527.9	0.0	1703931.6	0.0	1818386.0	1452052.0	1901190.1	1650792.2	1526913.6	2291062.5	2539398.5	1708928.8	2478322.2	1560209.6	1280940.6	1336527.9	0.0	
sp|P54861|DNM1_YEAST	P54861	DNM1_YEAST	DNM1	757	5.70	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Dynamin-related protein DNM1 -	0.9979	0.9958	2	6	6	6	0	1	2	0	1	0	0	1	1	0	0	0	0	0	0	0	1	2	0	1	0	0	1	1	0	0	0	0	0	0	0	1	2	0	1	0	0	1	1	0	0	0	0	0	0	236198.45	404206.16	511975.56	199713.28	559786.6	0.0	0.0	450912.53	0.0	188854.92	0.0	0.0	0.0	0.0	0.0	236198.45	404206.16	511975.56	199713.28	559786.6	0.0	0.0	450912.53	0.0	188854.92	0.0	0.0	0.0	0.0	0.0	236198.45	404206.16	511975.56	199713.28	559786.6	0.0	0.0	450912.53	0.0	188854.92	0.0	0.0	0.0	0.0	0.0	277623.62	200820.45	258033.69	234739.58	319994.6	0.0	0.0	222968.25	0.0	221976.86	0.0	0.0	0.0	0.0	0.0	277623.62	200820.45	258033.69	234739.58	319994.6	0.0	0.0	222968.25	0.0	221976.86	0.0	0.0	0.0	0.0	0.0	277623.62	200820.45	258033.69	234739.58	319994.6	0.0	0.0	222968.25	0.0	221976.86	0.0	0.0	0.0	0.0	0.0	
sp|Q08287|NOP8_YEAST	Q08287	NOP8_YEAST	NOP8	484	9.50	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	60S ribosome subunit biogenesis protein NOP8 -	0.9978	0.9953	2	6	6	6	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	4297948.5	0.0	2829581.2	4580005.0	0.0	3756774.8	0.0	0.0	0.0	4032989.8	3921368.0	4510350.0	3273627.2	3610912.5	3192074.0	4297948.5	0.0	2829581.2	4580005.0	0.0	3756774.8	0.0	0.0	0.0	4032989.8	3921368.0	4510350.0	3273627.2	3610912.5	3192074.0	4297948.5	0.0	2829581.2	4580005.0	0.0	3756774.8	0.0	0.0	0.0	4032989.8	3921368.0	4510350.0	3273627.2	3610912.5	3192074.0	3144745.0	2915545.5	1924476.6	3351121.5	2527828.8	2748776.2	0.0	1351203.0	0.0	2950878.5	3085840.2	3300156.0	2395264.2	2642051.0	2335593.0	3144745.0	2915545.5	1924476.6	3351121.5	2527828.8	2748776.2	0.0	1351203.0	0.0	2950878.5	3085840.2	3300156.0	2395264.2	2642051.0	2335593.0	3144745.0	2915545.5	1924476.6	3351121.5	2527828.8	2748776.2	0.0	1351203.0	0.0	2950878.5	3085840.2	3300156.0	2395264.2	2642051.0	2335593.0	
sp|P32179|MET22_YEAST	P32179	MET22_YEAST	MET22	357	13.20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	3'(2'),5'-bisphosphate nucleotidase -	0.9977	0.9979	2	12	12	12	1	0	2	1	1	1	0	1	1	1	1	1	0	0	1	1	0	2	1	1	1	0	1	1	1	1	1	0	0	1	1	0	2	1	1	1	0	1	1	1	1	1	0	0	1	1320045.1	0.0	1491694.6	1232238.5	1233302.9	1330032.8	1331223.4	1415608.5	1633140.9	1211980.5	1342371.8	1322498.2	732488.25	0.0	769952.44	1320045.1	0.0	1491694.6	1232238.5	1233302.9	1330032.8	1331223.4	1415608.5	1633140.9	1211980.5	1342371.8	1322498.2	732488.25	0.0	769952.44	1320045.1	0.0	1491694.6	1232238.5	1233302.9	1330032.8	1331223.4	1415608.5	1633140.9	1211980.5	1342371.8	1322498.2	732488.25	0.0	769952.44	1320045.1	0.0	1407860.0	1232238.5	1229043.0	1414117.2	1331223.4	1415608.5	1633140.9	1211980.5	1342371.8	1322498.2	732488.25	0.0	769952.44	1320045.1	0.0	1407860.0	1232238.5	1229043.0	1414117.2	1331223.4	1415608.5	1633140.9	1211980.5	1342371.8	1322498.2	732488.25	0.0	769952.44	1320045.1	0.0	1407860.0	1232238.5	1229043.0	1414117.2	1331223.4	1415608.5	1633140.9	1211980.5	1342371.8	1322498.2	732488.25	0.0	769952.44	
sp|P39966|PP2C2_YEAST	P39966	PP2C2_YEAST	PTC2	464	10.60	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protein phosphatase 2C homolog 2 -	0.9977	0.9946	2	8	4	8	0	0	1	1	0	1	1	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	2	2	0	0	0	0	0	0	4493777.5	4903072.5	3369084.5	4371967.0	2492876.0	2528982.2	4288720.5	3190497.0	5076280.0	3927766.5	3887808.0	0.0	4104362.5	0.0	3379451.5	832788.7	710262.9	1143403.5	703153.8	0.0	0.0	1160295.4	1073631.2	1387099.6	0.0	866587.9	0.0	540590.4	0.0	0.0	4493777.5	4903072.5	3369084.5	4371967.0	2492876.0	2528982.2	4288720.5	3190497.0	5076280.0	3927766.5	3887808.0	0.0	4104362.5	0.0	3379451.5	3394082.8	3510086.2	2735551.5	3205487.5	2492876.0	2528982.2	3435054.5	2590274.2	4069977.5	3927766.5	3035000.2	0.0	2871600.8	0.0	3379451.5	832788.7	710262.9	1143403.5	703153.8	0.0	0.0	1160295.4	1073631.2	1387099.6	0.0	866587.9	0.0	540590.4	0.0	0.0	3394082.8	3510086.2	2735551.5	3205487.5	2492876.0	2528982.2	3435054.5	2590274.2	4069977.5	3927766.5	3035000.2	0.0	2871600.8	0.0	3379451.5	
sp|P38804|SDO1L_YEAST	P38804	SDO1L_YEAST	RTC3	111	18.00	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Restriction of telomere capping protein 3 -	0.9976	0.9942	2	6	6	6	2	1	0	0	1	0	0	1	0	1	0	0	0	0	0	2	1	0	0	1	0	0	1	0	1	0	0	0	0	0	2	1	0	0	1	0	0	1	0	1	0	0	0	0	0	2149918.8	1563584.8	1647411.2	1808623.4	1907835.2	1849776.2	1229437.4	1270721.4	1733495.4	2225332.0	483778.44	0.0	0.0	0.0	775945.8	2149918.8	1563584.8	1647411.2	1808623.4	1907835.2	1849776.2	1229437.4	1270721.4	1733495.4	2225332.0	483778.44	0.0	0.0	0.0	775945.8	2149918.8	1563584.8	1647411.2	1808623.4	1907835.2	1849776.2	1229437.4	1270721.4	1733495.4	2225332.0	483778.44	0.0	0.0	0.0	775945.8	1332846.1	1522070.9	1058520.5	1154887.1	1217179.5	1187809.1	1196795.2	1236983.2	1687470.4	2166248.5	898385.06	0.0	0.0	0.0	755344.1	1332846.1	1522070.9	1058520.5	1154887.1	1217179.5	1187809.1	1196795.2	1236983.2	1687470.4	2166248.5	898385.06	0.0	0.0	0.0	755344.1	1332846.1	1522070.9	1058520.5	1154887.1	1217179.5	1187809.1	1196795.2	1236983.2	1687470.4	2166248.5	898385.06	0.0	0.0	0.0	755344.1	
sp|P38988|GGC1_YEAST	P38988	GGC1_YEAST	GGC1	300	6.00	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Mitochondrial GTP/GDP carrier protein 1 -	0.9976	0.9989	2	11	11	11	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0.0	0.0	766536.4	608439.06	745770.8	682646.56	0.0	954809.1	1130331.4	978367.94	1049917.2	579532.75	0.0	0.0	0.0	0.0	0.0	766536.4	608439.06	745770.8	682646.56	0.0	954809.1	1130331.4	978367.94	1049917.2	579532.75	0.0	0.0	0.0	0.0	0.0	766536.4	608439.06	745770.8	682646.56	0.0	954809.1	1130331.4	978367.94	1049917.2	579532.75	0.0	0.0	0.0	0.0	0.0	756257.3	600280.0	735770.2	708548.75	764953.7	895388.8	1115173.9	965248.25	1035838.06	571761.4	0.0	0.0	0.0	0.0	0.0	756257.3	600280.0	735770.2	708548.75	764953.7	895388.8	1115173.9	965248.25	1035838.06	571761.4	0.0	0.0	0.0	0.0	0.0	756257.3	600280.0	735770.2	708548.75	764953.7	895388.8	1115173.9	965248.25	1035838.06	571761.4	0.0	0.0	0.0	
sp|P20436|RPAB3_YEAST	P20436	RPAB3_YEAST	RPB8	146	14.40	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	DNA-directed RNA polymerases I, II, and III subunit RPABC3 -	0.9974	0.9990	2	16	16	16	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1899537.9	1676129.6	1424312.9	1588849.6	1029772.75	1186651.8	1607039.8	1233676.4	1703375.4	1197948.2	1291671.4	1578341.6	1442636.6	1432013.8	1117538.4	1899537.9	1676129.6	1424312.9	1588849.6	1029772.75	1186651.8	1607039.8	1233676.4	1703375.4	1197948.2	1291671.4	1578341.6	1442636.6	1432013.8	1117538.4	1899537.9	1676129.6	1424312.9	1588849.6	1029772.75	1186651.8	1607039.8	1233676.4	1703375.4	1197948.2	1291671.4	1578341.6	1442636.6	1432013.8	1117538.4	2040724.8	1621626.9	1530177.8	1706944.0	1106312.6	1405748.8	1726486.1	1325371.8	1641816.8	1286988.1	1495504.1	1695655.0	1614378.1	1538451.0	1200601.6	2040724.8	1621626.9	1530177.8	1706944.0	1106312.6	1405748.8	1726486.1	1325371.8	1641816.8	1286988.1	1495504.1	1695655.0	1614378.1	1538451.0	1200601.6	2040724.8	1621626.9	1530177.8	1706944.0	1106312.6	1405748.8	1726486.1	1325371.8	1641816.8	1286988.1	1495504.1	1695655.0	1614378.1	1538451.0	1200601.6	
sp|Q03305|RMT2_YEAST	Q03305	RMT2_YEAST	RMT2	412	7.80	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protein arginine N-methyltransferase 2 -	0.9974	0.9976	2	4	4	4	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1027995.56	1328305.8	839368.9	874929.56	1084194.8	0.0	1068015.8	988503.4	1260750.9	1164106.2	729972.8	0.0	0.0	0.0	974788.1	1027995.56	1328305.8	839368.9	874929.56	1084194.8	0.0	1068015.8	988503.4	1260750.9	1164106.2	729972.8	0.0	0.0	0.0	974788.1	1027995.56	1328305.8	839368.9	874929.56	1084194.8	0.0	1068015.8	988503.4	1260750.9	1164106.2	729972.8	0.0	0.0	0.0	974788.1	1005601.25	1299369.4	821083.7	855869.75	1060576.2	0.0	1044749.7	966969.44	1233286.1	1138746.9	714070.8	0.0	1770866.0	0.0	953531.94	1005601.25	1299369.4	821083.7	855869.75	1060576.2	0.0	1044749.7	966969.44	1233286.1	1138746.9	714070.8	0.0	1770866.0	0.0	953531.94	1005601.25	1299369.4	821083.7	855869.75	1060576.2	0.0	1044749.7	966969.44	1233286.1	1138746.9	714070.8	0.0	1770866.0	0.0	953531.94	
sp|P01119|RAS1_YEAST	P01119	RAS1_YEAST	RAS1	309	18.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Ras-like protein 1 -	0.9970	0.9973	1	2	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0.0	341193.75	0.0	310429.03	381240.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	341193.75	0.0	310429.03	381240.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	341193.75	0.0	310429.03	381240.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	341193.75	0.0	310429.03	381240.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	341193.75	0.0	310429.03	381240.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	341193.75	0.0	310429.03	381240.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P36018|YPT52_YEAST	P36018	YPT52_YEAST	YPT52	234	26.50	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	GTP-binding protein YPT52 -	0.9970	0.9990	1	7	7	7	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1878348.6	2795131.0	2505484.5	2219081.2	2487446.2	1739905.2	1568782.9	2594019.0	1739541.2	2365385.0	2483591.5	0.0	2269213.2	0.0	2332778.2	1878348.6	2795131.0	2505484.5	2219081.2	2487446.2	1739905.2	1568782.9	2594019.0	1739541.2	2365385.0	2483591.5	0.0	2269213.2	0.0	2332778.2	1878348.6	2795131.0	2505484.5	2219081.2	2487446.2	1739905.2	1568782.9	2594019.0	1739541.2	2365385.0	2483591.5	0.0	2269213.2	0.0	2332778.2	1878348.6	2795131.0	2505484.5	2219081.2	2487446.2	1739905.2	1568782.9	2594019.0	1739541.2	2365385.0	2483591.5	0.0	2269213.2	0.0	2332778.2	1878348.6	2795131.0	2505484.5	2219081.2	2487446.2	1739905.2	1568782.9	2594019.0	1739541.2	2365385.0	2483591.5	0.0	2269213.2	0.0	2332778.2	1878348.6	2795131.0	2505484.5	2219081.2	2487446.2	1739905.2	1568782.9	2594019.0	1739541.2	2365385.0	2483591.5	0.0	2269213.2	0.0	2332778.2	
sp|P18238|ADT3_YEAST	P18238	ADT3_YEAST	AAC3	307	17.60	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	ADP,ATP carrier protein 3 -	0.9969	0.9990	4	16	16	30	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3	2	2	2	2	2	1	3	4	3	1	1	1	1.2718109E7	1.5014412E7	1.4155853E7	1.333118E7	1.4373357E7	1.8486168E7	9830289.0	1.0302156E7	8760742.0	1.2174193E7	1.3305555E7	1.2876365E7	1.1088039E7	1.5259189E7	1.0981243E7	1.2718109E7	1.5014412E7	1.4155853E7	1.333118E7	1.4373357E7	1.8486168E7	9830289.0	1.0302156E7	8760742.0	1.2174193E7	1.3305555E7	1.2876365E7	1.1088039E7	1.5259189E7	1.0981243E7	2.5027616E7	2.6680306E7	2.9291028E7	2.8397092E7	3.1910894E7	3.1685468E7	2.1981352E7	2.9253238E7	1.924259E7	2.699174E7	2.5874248E7	2.3188104E7	2.0707112E7	2.9609992E7	1.8767716E7	1.2718109E7	1.5014412E7	1.4155853E7	1.333118E7	1.4373357E7	1.8486168E7	9830289.0	1.0302156E7	8760742.0	1.2174193E7	1.3305555E7	1.2876365E7	1.1088039E7	1.5259189E7	1.0981243E7	1.2718109E7	1.5014412E7	1.4155853E7	1.333118E7	1.4373357E7	1.8486168E7	9830289.0	1.0302156E7	8760742.0	1.2174193E7	1.3305555E7	1.2876365E7	1.1088039E7	1.5259189E7	1.0981243E7	1.3405956E7	1.3631923E7	1.5414332E7	1.4022121E7	1.686399E7	1.589078E7	1.1596919E7	1.3268374E7	1.1520698E7	1.3146414E7	1.3068339E7	1.16127E7	1.1437302E7	1.4975521E7	9544780.0	
