Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A_1 Spectral Count	A_2 Spectral Count	A_3 Spectral Count	B_1 Spectral Count	B_2 Spectral Count	B_3 Spectral Count	C_1 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	D_1 Spectral Count	D_2 Spectral Count	D_3 Spectral Count	E_1 Spectral Count	E_2 Spectral Count	E_3 Spectral Count	A_1 Unique Spectral Count	A_2 Unique Spectral Count	A_3 Unique Spectral Count	B_1 Unique Spectral Count	B_2 Unique Spectral Count	B_3 Unique Spectral Count	C_1 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	D_1 Unique Spectral Count	D_2 Unique Spectral Count	D_3 Unique Spectral Count	E_1 Unique Spectral Count	E_2 Unique Spectral Count	E_3 Unique Spectral Count	A_1 Total Spectral Count	A_2 Total Spectral Count	A_3 Total Spectral Count	B_1 Total Spectral Count	B_2 Total Spectral Count	B_3 Total Spectral Count	C_1 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	D_1 Total Spectral Count	D_2 Total Spectral Count	D_3 Total Spectral Count	E_1 Total Spectral Count	E_2 Total Spectral Count	E_3 Total Spectral Count	A_1 Intensity	A_2 Intensity	A_3 Intensity	B_1 Intensity	B_2 Intensity	B_3 Intensity	C_1 Intensity	C_2 Intensity	C_3 Intensity	D_1 Intensity	D_2 Intensity	D_3 Intensity	E_1 Intensity	E_2 Intensity	E_3 Intensity	A_1 Unique Intensity	A_2 Unique Intensity	A_3 Unique Intensity	B_1 Unique Intensity	B_2 Unique Intensity	B_3 Unique Intensity	C_1 Unique Intensity	C_2 Unique Intensity	C_3 Unique Intensity	D_1 Unique Intensity	D_2 Unique Intensity	D_3 Unique Intensity	E_1 Unique Intensity	E_2 Unique Intensity	E_3 Unique Intensity	A_1 Total Intensity	A_2 Total Intensity	A_3 Total Intensity	B_1 Total Intensity	B_2 Total Intensity	B_3 Total Intensity	C_1 Total Intensity	C_2 Total Intensity	C_3 Total Intensity	D_1 Total Intensity	D_2 Total Intensity	D_3 Total Intensity	E_1 Total Intensity	E_2 Total Intensity	E_3 Total Intensity	A_1 MaxLFQ Intensity	A_2 MaxLFQ Intensity	A_3 MaxLFQ Intensity	B_1 MaxLFQ Intensity	B_2 MaxLFQ Intensity	B_3 MaxLFQ Intensity	C_1 MaxLFQ Intensity	C_2 MaxLFQ Intensity	C_3 MaxLFQ Intensity	D_1 MaxLFQ Intensity	D_2 MaxLFQ Intensity	D_3 MaxLFQ Intensity	E_1 MaxLFQ Intensity	E_2 MaxLFQ Intensity	E_3 MaxLFQ Intensity	A_1 MaxLFQ Unique Intensity	A_2 MaxLFQ Unique Intensity	A_3 MaxLFQ Unique Intensity	B_1 MaxLFQ Unique Intensity	B_2 MaxLFQ Unique Intensity	B_3 MaxLFQ Unique Intensity	C_1 MaxLFQ Unique Intensity	C_2 MaxLFQ Unique Intensity	C_3 MaxLFQ Unique Intensity	D_1 MaxLFQ Unique Intensity	D_2 MaxLFQ Unique Intensity	D_3 MaxLFQ Unique Intensity	E_1 MaxLFQ Unique Intensity	E_2 MaxLFQ Unique Intensity	E_3 MaxLFQ Unique Intensity	A_1 MaxLFQ Total Intensity	A_2 MaxLFQ Total Intensity	A_3 MaxLFQ Total Intensity	B_1 MaxLFQ Total Intensity	B_2 MaxLFQ Total Intensity	B_3 MaxLFQ Total Intensity	C_1 MaxLFQ Total Intensity	C_2 MaxLFQ Total Intensity	C_3 MaxLFQ Total Intensity	D_1 MaxLFQ Total Intensity	D_2 MaxLFQ Total Intensity	D_3 MaxLFQ Total Intensity	E_1 MaxLFQ Total Intensity	E_2 MaxLFQ Total Intensity	E_3 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|P38121|DPOA2_YEAST	P38121	DPOA2_YEAST	POL12	705	12.50	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	DNA polymerase alpha subunit B -	0.9977	0.9920	1	2	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	90947.66	0.0	55519.43	0.0	42321.73	0.0	0.0	0.0	0.0	0.0	74599.805	0.0	0.0	82226.45	0.0	90947.66	0.0	55519.43	0.0	42321.73	0.0	0.0	0.0	0.0	0.0	74599.805	0.0	0.0	82226.45	0.0	90947.66	0.0	55519.43	0.0	42321.73	0.0	0.0	0.0	0.0	0.0	74599.805	0.0	0.0	82226.45	0.0	90947.66	0.0	55519.43	0.0	42321.73	0.0	0.0	0.0	0.0	0.0	74599.805	0.0	0.0	82226.45	0.0	90947.66	0.0	55519.43	0.0	42321.73	0.0	0.0	0.0	0.0	0.0	74599.805	0.0	0.0	82226.45	0.0	90947.66	0.0	55519.43	0.0	42321.73	0.0	0.0	0.0	0.0	0.0	74599.805	0.0	0.0	82226.45	0.0	
sp|P39719|FLC2_YEAST	P39719	FLC2_YEAST	FLC2	783	3.30	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Flavin carrier protein 2 -	0.9977	0.9928	2	3	3	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	99429.52	349796.38	345471.6	0.0	414844.8	388806.88	0.0	261208.22	238489.11	175024.11	301336.0	121276.945	0.0	198965.95	173651.4	99429.52	349796.38	345471.6	0.0	414844.8	388806.88	0.0	261208.22	238489.11	175024.11	301336.0	121276.945	0.0	198965.95	173651.4	99429.52	349796.38	345471.6	0.0	414844.8	388806.88	0.0	261208.22	238489.11	175024.11	301336.0	121276.945	0.0	198965.95	173651.4	120497.38	189086.14	182146.03	0.0	224509.78	209786.05	0.0	258181.27	235725.44	212109.5	160399.86	119871.555	0.0	196660.28	171639.1	120497.38	189086.14	182146.03	0.0	224509.78	209786.05	0.0	258181.27	235725.44	212109.5	160399.86	119871.555	0.0	196660.28	171639.1	120497.38	189086.14	182146.03	0.0	224509.78	209786.05	0.0	258181.27	235725.44	212109.5	160399.86	119871.555	0.0	196660.28	171639.1	
sp|Q08960|TYW1_YEAST	Q08960	TYW1_YEAST	TYW1	810	6.20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase -	0.9977	0.9990	1	10	10	10	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	274759.5	247734.38	278946.0	382599.84	348524.28	323420.97	290435.7	338676.66	324945.47	582451.1	455485.38	0.0	1868341.5	1406820.9	0.0	274759.5	247734.38	278946.0	382599.84	348524.28	323420.97	290435.7	338676.66	324945.47	582451.1	455485.38	0.0	1868341.5	1406820.9	0.0	274759.5	247734.38	278946.0	382599.84	348524.28	323420.97	290435.7	338676.66	324945.47	582451.1	455485.38	0.0	1868341.5	1406820.9	0.0	274759.5	247734.38	278946.0	382599.84	348524.28	323420.97	290435.7	338676.66	324945.47	582451.1	455485.38	0.0	1868341.5	1406820.9	0.0	274759.5	247734.38	278946.0	382599.84	348524.28	323420.97	290435.7	338676.66	324945.47	582451.1	455485.38	0.0	1868341.5	1406820.9	0.0	274759.5	247734.38	278946.0	382599.84	348524.28	323420.97	290435.7	338676.66	324945.47	582451.1	455485.38	0.0	1868341.5	1406820.9	0.0	
sp|P12754|EI2BD_YEAST	P12754	EI2BD_YEAST	GCD2	651	4.80	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Translation initiation factor eIF-2B subunit delta -	0.9976	0.9971	1	7	7	7	0	0	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	0	0	0.0	565485.56	601393.9	0.0	532148.75	544087.2	0.0	581589.7	593027.1	0.0	635767.3	496249.84	0.0	0.0	0.0	0.0	565485.56	601393.9	0.0	532148.75	544087.2	0.0	581589.7	593027.1	0.0	635767.3	496249.84	0.0	0.0	0.0	0.0	565485.56	601393.9	0.0	532148.75	544087.2	0.0	581589.7	593027.1	0.0	635767.3	496249.84	0.0	0.0	0.0	0.0	565485.56	601393.9	0.0	532148.75	544087.2	0.0	581589.7	593027.1	0.0	635767.3	496249.84	0.0	0.0	0.0	0.0	565485.56	601393.9	0.0	532148.75	544087.2	0.0	581589.7	593027.1	0.0	635767.3	496249.84	0.0	0.0	0.0	0.0	565485.56	601393.9	0.0	532148.75	544087.2	0.0	581589.7	593027.1	0.0	635767.3	496249.84	0.0	0.0	0.0	
sp|P37012|PGM2_YEAST	P37012	PGM2_YEAST	PGM2	569	12.80	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Phosphoglucomutase 2 -	0.9975	0.9961	4	2	2	18	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	235260.69	164986.94	159223.61	189452.56	79254.37	117437.08	139266.9	99592.62	94126.5	129173.16	160680.72	232702.2	153208.61	269532.03	196231.6	235260.69	164986.94	159223.61	189452.56	79254.37	117437.08	139266.9	99592.62	94126.5	129173.16	160680.72	232702.2	153208.61	269532.03	196231.6	1823210.0	1570672.0	1682453.2	1910844.0	1726457.9	1744887.4	1685007.6	1725643.4	1606520.2	1819293.8	1781859.4	1983940.0	1667557.1	1767418.6	1625525.1	343844.38	222700.16	232712.66	276893.7	115833.92	170886.5	203545.02	145559.22	143529.1	188792.53	234842.3	332267.06	239049.78	393933.5	286801.53	343844.38	222700.16	232712.66	276893.7	115833.92	170886.5	203545.02	145559.22	143529.1	188792.53	234842.3	332267.06	239049.78	393933.5	286801.53	1965967.4	1482258.0	1584078.9	1848446.9	1162228.0	1385070.5	1492401.5	1294439.8	1226906.8	1502940.2	1641681.0	2054486.4	1614976.8	2043732.4	1703452.5	
sp|P38793|TRM5_YEAST	P38793	TRM5_YEAST	TRM5	499	10.40	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	tRNA (guanine(37)-N1)-methyltransferase -	0.9975	0.9907	2	2	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	355991.78	293347.53	265458.0	215724.88	233319.12	214292.06	0.0	201462.98	319726.84	0.0	191918.14	0.0	0.0	0.0	261018.72	355991.78	293347.53	265458.0	215724.88	233319.12	214292.06	0.0	201462.98	319726.84	0.0	191918.14	0.0	0.0	0.0	261018.72	355991.78	293347.53	265458.0	215724.88	233319.12	214292.06	0.0	201462.98	319726.84	0.0	191918.14	0.0	0.0	0.0	261018.72	330389.7	244158.11	246366.88	200210.44	216539.36	198880.67	0.0	186974.23	296732.84	339433.53	197248.58	0.0	0.0	238340.77	243902.03	330389.7	244158.11	246366.88	200210.44	216539.36	198880.67	0.0	186974.23	296732.84	339433.53	197248.58	0.0	0.0	238340.77	243902.03	330389.7	244158.11	246366.88	200210.44	216539.36	198880.67	0.0	186974.23	296732.84	339433.53	197248.58	0.0	0.0	238340.77	243902.03	
sp|P47818|CCC1_YEAST	P47818	CCC1_YEAST	CCC1	322	12.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protein CCC1 -	0.9975	0.9907	2	3	3	3	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	268345.38	317801.53	297983.6	366563.9	335197.2	320586.3	324782.84	355194.6	330314.88	338948.66	0.0	0.0	208350.19	245819.2	0.0	268345.38	317801.53	297983.6	366563.9	335197.2	320586.3	324782.84	355194.6	330314.88	338948.66	0.0	0.0	208350.19	245819.2	0.0	268345.38	317801.53	297983.6	366563.9	335197.2	320586.3	324782.84	355194.6	330314.88	338948.66	0.0	0.0	208350.19	245819.2	0.0	266617.97	315755.75	296065.4	364204.22	333039.44	318522.62	306368.0	376164.5	328188.56	332778.25	0.0	483037.94	207008.98	244236.8	0.0	266617.97	315755.75	296065.4	364204.22	333039.44	318522.62	306368.0	376164.5	328188.56	332778.25	0.0	483037.94	207008.98	244236.8	0.0	266617.97	315755.75	296065.4	364204.22	333039.44	318522.62	306368.0	376164.5	328188.56	332778.25	0.0	483037.94	207008.98	244236.8	0.0	
sp|P23776|EXG1_YEAST	P23776	EXG1_YEAST	EXG1	448	7.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Glucan 1,3-beta-glucosidase I/II -	0.9974	0.9912	2	6	6	6	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	316158.25	248700.14	0.0	689679.3	247595.94	292529.1	230571.39	838682.25	0.0	0.0	872869.7	343779.1	0.0	0.0	0.0	316158.25	248700.14	0.0	689679.3	247595.94	292529.1	230571.39	838682.25	0.0	0.0	872869.7	343779.1	0.0	0.0	0.0	316158.25	248700.14	0.0	689679.3	247595.94	292529.1	230571.39	838682.25	0.0	0.0	872869.7	343779.1	0.0	0.0	0.0	296833.84	233498.94	0.0	647524.3	232462.22	274648.94	216478.27	787419.8	0.0	0.0	819517.6	322750.12	510172.1	440757.88	0.0	296833.84	233498.94	0.0	647524.3	232462.22	274648.94	216478.27	787419.8	0.0	0.0	819517.6	322750.12	510172.1	440757.88	0.0	296833.84	233498.94	0.0	647524.3	232462.22	274648.94	216478.27	787419.8	0.0	0.0	819517.6	322750.12	510172.1	440757.88	0.0	
sp|P57744|TIM8_YEAST	P57744	TIM8_YEAST	TIM8	87	51.70	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit TIM8 -	0.9974	0.9990	1	14	14	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	926417.44	780012.25	745558.6	714406.94	756489.94	667202.1	678592.94	663722.6	692683.25	760702.06	780886.94	786572.3	787388.5	789619.7	772793.2	926417.44	780012.25	745558.6	714406.94	756489.94	667202.1	678592.94	663722.6	692683.25	760702.06	780886.94	786572.3	787388.5	789619.7	772793.2	926417.44	780012.25	745558.6	714406.94	756489.94	667202.1	678592.94	663722.6	692683.25	760702.06	780886.94	786572.3	787388.5	789619.7	772793.2	926417.44	780012.25	745558.6	714406.94	756489.94	667202.1	678592.94	663722.6	692683.25	760702.06	780886.94	786572.3	787388.5	789619.7	772793.2	926417.44	780012.25	745558.6	714406.94	756489.94	667202.1	678592.94	663722.6	692683.25	760702.06	780886.94	786572.3	787388.5	789619.7	772793.2	926417.44	780012.25	745558.6	714406.94	756489.94	667202.1	678592.94	663722.6	692683.25	760702.06	780886.94	786572.3	787388.5	789619.7	772793.2	
sp|Q06697|CDC73_YEAST	Q06697	CDC73_YEAST	CDC73	393	5.60	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Cell division control protein 73 -	0.9974	0.9990	2	10	10	10	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0.0	222197.9	219281.1	0.0	276395.75	239586.39	0.0	376568.72	255388.33	252401.6	247892.4	243503.5	121592.91	224087.11	226517.22	0.0	222197.9	219281.1	0.0	276395.75	239586.39	0.0	376568.72	255388.33	252401.6	247892.4	243503.5	121592.91	224087.11	226517.22	0.0	222197.9	219281.1	0.0	276395.75	239586.39	0.0	376568.72	255388.33	252401.6	247892.4	243503.5	121592.91	224087.11	226517.22	246419.48	321812.47	298715.88	394817.22	376662.25	326499.78	384217.9	513174.38	348034.1	343963.88	337818.9	331837.88	165702.47	287545.75	308689.56	246419.48	321812.47	298715.88	394817.22	376662.25	326499.78	384217.9	513174.38	348034.1	343963.88	337818.9	331837.88	165702.47	287545.75	308689.56	246419.48	321812.47	298715.88	394817.22	376662.25	326499.78	384217.9	513174.38	348034.1	343963.88	337818.9	331837.88	165702.47	287545.75	308689.56	
sp|P40160|RIO2_YEAST	P40160	RIO2_YEAST	RIO2	425	10.40	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Serine/threonine-protein kinase RIO2 -	0.9973	0.9990	1	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	214398.42	150076.8	104073.95	0.0	74699.33	101923.6	0.0	72094.82	0.0	175429.38	157565.44	113820.266	135547.69	0.0	232738.02	214398.42	150076.8	104073.95	0.0	74699.33	101923.6	0.0	72094.82	0.0	175429.38	157565.44	113820.266	135547.69	0.0	232738.02	214398.42	150076.8	104073.95	0.0	74699.33	101923.6	0.0	72094.82	0.0	175429.38	157565.44	113820.266	135547.69	0.0	232738.02	214398.42	150076.8	104073.95	0.0	74699.33	101923.6	0.0	72094.82	0.0	175429.38	157565.44	113820.266	135547.69	0.0	232738.02	214398.42	150076.8	104073.95	0.0	74699.33	101923.6	0.0	72094.82	0.0	175429.38	157565.44	113820.266	135547.69	0.0	232738.02	214398.42	150076.8	104073.95	0.0	74699.33	101923.6	0.0	72094.82	0.0	175429.38	157565.44	113820.266	135547.69	0.0	232738.02	
sp|Q12690|RL13A_YEAST	Q12690	RL13A_YEAST	RPL13A	199	55.30	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	60S ribosomal protein L13-A -	0.9972	0.9917	12	4	4	113	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	7	6	8	7	5	8	7	6	6	9	10	7	11	10	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	411702.6	501137.62	487359.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	411702.6	501137.62	487359.9	8.3617152E7	1.45348672E8	1.47264224E8	1.36987088E8	9.9771984E7	1.5237E8	1.363832E8	1.47703824E8	1.51804016E8	1.48007104E8	1.52869216E8	1.48809472E8	1.44416864E8	1.42947904E8	1.40814464E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	411702.6	501137.62	487359.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	411702.6	501137.62	487359.9	5.4279988E7	5.2643272E7	5.2418632E7	5.4328696E7	5.080762E7	5.3170564E7	5.3171544E7	5.3442916E7	5.2322196E7	5.9311752E7	5.2566672E7	5.4181316E7	5.4824108E7	5.1246024E7	4.9263892E7	
sp|P12630|BAR1_YEAST	P12630	BAR1_YEAST	BAR1	587	2.70	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Barrierpepsin -	0.9971	0.9990	1	15	15	15	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	637724.3	237173.03	593219.25	391010.7	526251.1	547351.1	403675.47	419477.16	534215.5	457924.28	627521.9	716535.0	629765.4	505293.22	753306.4	637724.3	237173.03	593219.25	391010.7	526251.1	547351.1	403675.47	419477.16	534215.5	457924.28	627521.9	716535.0	629765.4	505293.22	753306.4	637724.3	237173.03	593219.25	391010.7	526251.1	547351.1	403675.47	419477.16	534215.5	457924.28	627521.9	716535.0	629765.4	505293.22	753306.4	460289.38	237173.03	425241.16	391010.7	375376.28	394489.62	403675.47	299791.3	377726.44	457924.28	448392.9	512486.72	451000.06	505293.22	543715.0	460289.38	237173.03	425241.16	391010.7	375376.28	394489.62	403675.47	299791.3	377726.44	457924.28	448392.9	512486.72	451000.06	505293.22	543715.0	460289.38	237173.03	425241.16	391010.7	375376.28	394489.62	403675.47	299791.3	377726.44	457924.28	448392.9	512486.72	451000.06	505293.22	543715.0	
sp|P20436|RPAB3_YEAST	P20436	RPAB3_YEAST	RPB8	146	28.80	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	DNA-directed RNA polymerases I, II, and III subunit RPABC3 -	0.9971	0.9990	2	16	16	16	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1642040.6	1400404.1	1327846.8	1846264.5	1617512.6	1408017.5	1681826.1	1449644.2	1447711.5	1944840.8	1405881.2	1423647.8	1559318.4	860236.44	1131856.2	1642040.6	1400404.1	1327846.8	1846264.5	1617512.6	1408017.5	1681826.1	1449644.2	1447711.5	1944840.8	1405881.2	1423647.8	1559318.4	860236.44	1131856.2	1642040.6	1400404.1	1327846.8	1846264.5	1617512.6	1408017.5	1681826.1	1449644.2	1447711.5	1944840.8	1405881.2	1423647.8	1559318.4	860236.44	1131856.2	1598651.1	1363380.8	1328439.9	1660874.4	1617512.6	1366021.6	1681826.1	1449644.2	1408695.6	1944840.8	1405881.2	1423647.8	1559318.4	1068225.1	1131856.2	1598651.1	1363380.8	1328439.9	1660874.4	1617512.6	1366021.6	1681826.1	1449644.2	1408695.6	1944840.8	1405881.2	1423647.8	1559318.4	1068225.1	1131856.2	1598651.1	1363380.8	1328439.9	1660874.4	1617512.6	1366021.6	1681826.1	1449644.2	1408695.6	1944840.8	1405881.2	1423647.8	1559318.4	1068225.1	1131856.2	
sp|P47096|3HAO_YEAST	P47096	3HAO_YEAST	BNA1	177	20.90	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	3-hydroxyanthranilate 3,4-dioxygenase -	0.9971	0.9989	1	11	11	11	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	431781.0	430308.9	424391.8	747915.4	478519.8	519494.2	678382.06	665349.25	483777.66	716631.1	440520.5	506670.06	710375.1	370863.1	481385.62	431781.0	430308.9	424391.8	747915.4	478519.8	519494.2	678382.06	665349.25	483777.66	716631.1	440520.5	506670.06	710375.1	370863.1	481385.62	431781.0	430308.9	424391.8	747915.4	478519.8	519494.2	678382.06	665349.25	483777.66	716631.1	440520.5	506670.06	710375.1	370863.1	481385.62	431781.0	430308.9	424391.8	747915.4	478519.8	519494.2	678382.06	665349.25	483777.66	716631.1	440520.5	506670.06	710375.1	370863.1	481385.62	431781.0	430308.9	424391.8	747915.4	478519.8	519494.2	678382.06	665349.25	483777.66	716631.1	440520.5	506670.06	710375.1	370863.1	481385.62	431781.0	430308.9	424391.8	747915.4	478519.8	519494.2	678382.06	665349.25	483777.66	716631.1	440520.5	506670.06	710375.1	370863.1	481385.62	
sp|Q04338|VTI1_YEAST	Q04338	VTI1_YEAST	VTI1	217	9.70	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	t-SNARE VTI1 -	0.9971	0.9969	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	361096.4	369666.84	566919.9	0.0	0.0	391371.53	0.0	546986.2	443913.38	0.0	367601.84	0.0	0.0	0.0	0.0	361096.4	369666.84	566919.9	0.0	0.0	391371.53	0.0	546986.2	443913.38	0.0	367601.84	0.0	0.0	0.0	0.0	361096.4	369666.84	566919.9	0.0	0.0	391371.53	0.0	546986.2	443913.38	0.0	367601.84	0.0	0.0	0.0	0.0	361096.4	369666.84	566919.9	0.0	0.0	391371.53	0.0	546986.2	443913.38	0.0	367601.84	0.0	0.0	0.0	0.0	361096.4	369666.84	566919.9	0.0	0.0	391371.53	0.0	546986.2	443913.38	0.0	367601.84	0.0	0.0	0.0	0.0	361096.4	369666.84	566919.9	0.0	0.0	391371.53	0.0	546986.2	443913.38	0.0	367601.84	0.0	0.0	0.0	
sp|P34909|NOT4_YEAST	P34909	NOT4_YEAST	MOT2	587	3.60	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	General negative regulator of transcription subunit 4 -	0.9970	0.9990	2	4	4	4	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	336914.6	338505.1	0.0	0.0	0.0	286028.25	255829.28	0.0	493009.4	240978.75	333378.2	0.0	286591.47	211068.67	153845.25	336914.6	338505.1	0.0	0.0	0.0	286028.25	255829.28	0.0	493009.4	240978.75	333378.2	0.0	286591.47	211068.67	153845.25	336914.6	338505.1	0.0	0.0	0.0	286028.25	255829.28	0.0	493009.4	240978.75	333378.2	0.0	286591.47	211068.67	153845.25	628043.4	598367.5	551067.94	0.0	0.0	545901.94	476892.03	0.0	919020.1	449209.12	621451.1	0.0	518167.34	418052.84	286783.34	628043.4	598367.5	551067.94	0.0	0.0	545901.94	476892.03	0.0	919020.1	449209.12	621451.1	0.0	518167.34	418052.84	286783.34	628043.4	598367.5	551067.94	0.0	0.0	545901.94	476892.03	0.0	919020.1	449209.12	621451.1	0.0	518167.34	418052.84	286783.34	
sp|P47019|ALB1_YEAST	P47019	ALB1_YEAST	ALB1	175	28.60	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Ribosome biogenesis protein ALB1 -	0.9970	0.9990	1	12	12	12	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1247125.4	1077324.0	1013198.25	968036.4	902643.06	970650.0	929310.75	884994.7	900705.6	996161.3	912699.0	994649.1	969832.3	1042884.8	1018175.6	1247125.4	1077324.0	1013198.25	968036.4	902643.06	970650.0	929310.75	884994.7	900705.6	996161.3	912699.0	994649.1	969832.3	1042884.8	1018175.6	1247125.4	1077324.0	1013198.25	968036.4	902643.06	970650.0	929310.75	884994.7	900705.6	996161.3	912699.0	994649.1	969832.3	1042884.8	1018175.6	1247125.4	1077324.0	1013198.25	968036.4	902643.06	970650.0	929310.75	884994.7	900705.6	996161.3	912699.0	994649.1	969832.3	1042884.8	1018175.6	1247125.4	1077324.0	1013198.25	968036.4	902643.06	970650.0	929310.75	884994.7	900705.6	996161.3	912699.0	994649.1	969832.3	1042884.8	1018175.6	1247125.4	1077324.0	1013198.25	968036.4	902643.06	970650.0	929310.75	884994.7	900705.6	996161.3	912699.0	994649.1	969832.3	1042884.8	1018175.6	
